Name,Basename,Release Date,Age Rating,Single Player,Multi Player,Franchise
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,dragon-quest-heroes-the-worlds-tree-woe-and-the-blight-below,00/00/2015,,,,
Disney's The Little Mermaid: Ariel's Undersea Adventure,disneys-the-little-mermaid-ariels-undersea-adventure,02/10/2006,ESRB-E,1,0,
Battle of Giants: Dinosaurs,battle-of-giants-dinosaurs,00/00/2008,,,,
SingStar: Vol. 2,singstar-vol-2,18/06/2008,,1,1,
Professor Layton and the Azran Legacy,professor-layton-and-the-azran-legacy,27/02/2013,,1,0,
EarthBound,earthbound,26/08/1994,ESRB-T,1,0,
The Next Tetris,the-next-tetris,06/01/1999,ESRB-E,,,
World Soccer Jikkyou Winning Eleven 3: World Cup France '98,world-soccer-jikkyou-winning-eleven-3-world-cup-france-98,00/00/1998,,,,
Poly Bridge,poly-bridge,11/07/2016,ESRB-E,1,0,
Final Fantasy XI: Wings of the Goddess,final-fantasy-xi-wings-of-the-goddess,19/11/2007,,0,1,Final Fantasy
Golden Sun: Dark Dawn,golden-sun-dark-dawn,27/10/2010,,1,0,
BeamNG.drive,beamngdrive,00/00/2000,,,,
Star Wars: Rogue Squadron III - Rebel Strike,star-wars-rogue-squadron-iii-rebel-strike,14/10/2003,ESRB-T,1,1,Star Wars
Moto Racer,moto-racer,30/08/1997,,1,0,
Hitman: Contracts,hitman-contracts,19/04/2004,ESRB-M,1,0,
The 7th Guest,the-7th-guest,31/12/1992,ESRB-T,1,0,
Deca Sports 2,deca-sports-2,14/05/2009,,,,
Final Fantasy Anthology,final-fantasy-anthology,29/09/1999,ESRB-T,1,1,Final Fantasy
Star Wars: The Clone Wars - Republic Heroes,star-wars-the-clone-wars-republic-heroes,05/10/2009,ESRB-T,1,1,Star Wars
Tom Clancy's Ghost Recon Advanced Warfighter,tom-clancys-ghost-recon-advanced-warfighter,00/00/2006,,,,
Mario & Sonic at the Sochi 2014 Olympic Winter Games,mario-amp-sonic-at-the-sochi-2014-olympic-winter-games,00/00/2013,,,,
Rhythm Heaven Megamix,rhythm-heaven-megamix,10/06/2015,PEGI-7,1,1,
Hasbro Family Game Night 3,hasbro-family-game-night-3,25/11/2010,,,,
The Amazing Spider-Man (2012),the-amazing-spider-man-2012,00/00/2012,,,,
Super Robot Taisen ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,super-robot-taisen-amp945,00/00/2000,,,,
Tales of Destiny 2,tales-of-destiny-2,27/11/2002,ESRB-T,1,1,
Capcom's Soccer Shootout,capcoms-soccer-shootout,31/05/1994,,,,
Deadlight,deadlight,31/07/2012,ESRB-M,1,0,
Alien,alien,30/12/1982,,1,0,
Invizimals,invizimals,12/11/2009,ESRB-E10,1,1,
Assassin's Creed: The Ezio Collection,assassins-creed-the-ezio-collection,14/11/2016,PEGI-18,,,
All Star Cheer Squad,all-star-cheer-squad,26/10/2008,ESRB-E,1,1,
Dead Island: Riptide,dead-island-riptide,22/04/2013,ESRB-M,1,1,
Harvest Moon: A Wonderful Life,harvest-moon-a-wonderful-life,11/09/2003,ESRB-E,1,0,
Momotarou Dentetsu 7,momotarou-dentetsu-7,00/00/1997,,,,
Motocross Mania,motocross-mania,31/12/1999,,,,
Prototype 2,prototype-2,23/04/2012,ESRB-M,1,0,
Football Manager 2014,football-manager-2014,29/10/2013,,1,1,
Mega Man 5,mega-man-5,03/12/1992,ESRB-E,1,0,Mega Man
Dragon Quest Monsters 2,dragon-quest-monsters-2,00/00/2014,,,,
Dance Dance Revolution SuperNOVA 2,dance-dance-revolution-supernova-2,21/08/2007,ESRB-E10,1,1,
Armored Core 2,armored-core-2,25/11/2000,ESRB-T,1,1,
The Godfather II,the-godfather-ii,06/04/2009,,1,1,
Nidhogg,nidhogg,12/01/2014,ESRB-T,1,1,
Major League Baseball Featuring Ken Griffey Jr.,major-league-baseball-featuring-ken-griffey-jr,30/05/1998,ESRB-E,1,1,
Northgard,northgard,06/03/2018,ESRB-E10,1,1,
NCAA Football 08,ncaa-football-08,16/07/2007,ESRB-E,1,1,NCAA
Star Ocean: The Last Hope,star-ocean-the-last-hope,18/02/2009,ESRB-T,1,0,
Final Fantasy XIV: A Realm Reborn,final-fantasy-xiv-a-realm-reborn,00/00/2014,,,,
Red Faction: Armageddon,red-faction-armageddon,06/06/2011,ESRB-M,1,1,
MadWorld,madworld,09/03/2009,ESRB-M,1,0,
Destiny: The Collection,destiny-the-collection,19/09/2016,ESRB-T,1,1,
Too Human,too-human,18/08/2008,ESRB-T,1,1,
Yars' Revenge,yars-revenge,30/12/1981,ESRB-E,1,0,
Aliens: Colonial Marines,aliens-colonial-marines,11/02/2013,ESRB-M,1,1,Alien
Personal Trainer: Walking,personal-trainer-walking,31/10/2008,,,,
Secret Agent Barbie: Royal Jewels Mission,secret-agent-barbie-royal-jewels-mission,07/11/2002,ESRB-E,,,
The World Ends with You,the-world-ends-with-you,25/07/2007,,1,0,
DOOM,doom,09/12/1993,ESRB-M,1,1,
Buzz! The Hollywood Quiz,buzz-the-hollywood-quiz,18/10/2007,ESRB-T,0,1,
Tom Clancy's Splinter Cell: Double Agent,tom-clancys-splinter-cell-double-agent,00/00/2006,,,,
Star Wars: The Clone Wars – Jedi Alliance,star-wars-the-clone-wars-jedi-alliance,10/12/2008,ESRB-E,1,0,
Marvel vs. Capcom: Clash of Super Heroes,marvel-vs-capcom-clash-of-super-heroes,11/01/1998,ESRB-T,1,1,
Drawn to Life,drawn-to-life,09/09/2007,ESRB-E,1,1,
Battle Stations,battle-stations,30/12/1990,,1,0,
GoldenEye 007: Reloaded,goldeneye-007-reloaded,31/10/2011,ESRB-T,1,1,James Bond
F1 2016,f1-2016,18/08/2016,ESRB-E,1,1,
Rare Replay,rare-replay,03/08/2015,ESRB-E,1,1,
NBA 2K7,nba-2k7,24/09/2006,ESRB-E,1,1,
Torneko no Daibouken: Fushigi no Dungeon,torneko-no-daibouken-fushigi-no-dungeon,00/00/1993,,,,
Jr. Pac-Man,jr-pac-man,30/09/1983,,1,1,
HITMAN,hitman,10/03/2016,ESRB-M,1,0,
NBA ShootOut 98,nba-shootout-98,10/04/1998,ESRB-E,,,
ABBA: You Can Dance,abba-you-can-dance,14/11/2011,ESRB-E10,1,1,
Galaxian,galaxian,30/09/1979,,1,1,
Worms: Open Warfare,worms-open-warfare,16/03/2006,ESRB-E10,1,0,
Puzzler World,puzzler-world,04/04/2010,PEGI-3,1,0,
Lips,lips,17/11/2008,PEGI-12,1,1,
Andretti Racing,andretti-racing,16/09/1996,,1,1,
Caesars Palace 2000: Millennium Gold Edition,caesars-palace-2000-millennium-gold-edition,00/00/2000,,,,
UFC Personal Trainer: The Ultimate Fitness System,ufc-personal-trainer-the-ultimate-fitness-system,27/06/2011,,1,0,
Air Raid,air-raid,30/12/1982,,1,0,
Perfect Dark Zero,perfect-dark-zero,16/11/2005,ESRB-M,1,1,
Marvel Nemesis: Rise of the Imperfects,marvel-nemesis-rise-of-the-imperfects,19/09/2005,ESRB-T,1,1,Marvel
Boxing,boxing,30/12/1981,ESRB-E,1,1,
Need for Speed: Porsche Unleashed,need-for-speed-porsche-unleashed,21/01/2000,ESRB-E,1,1,
Ghost Squad,ghost-squad,30/12/2004,ESRB-T,1,1,
Star Wars: Battlefront - Elite Squadron,star-wars-battlefront-elite-squadron,02/11/2009,ESRB-T,1,1,Star Wars
Ultimate Chicken Horse,ultimate-chicken-horse,03/03/2016,ESRB-E10,1,1,
Crystal Castles,crystal-castles,30/12/1983,ESRB-E,1,1,
Conker's Bad Fur Day,conkers-bad-fur-day,00/00/2001,,,,
Dragon Warrior I&II,dragon-warrior-iampii,00/00/2000,,,,
Star Wars: Episode II – Attack of the Clones,star-wars-episode-ii-attack-of-the-clones,29/05/2002,ESRB-E,1,0,
Twisted Metal: Head-On,twisted-metal-head-on,23/03/2005,ESRB-T,1,1,Twisted Metal
Tetris Party Deluxe,tetris-party-deluxe,31/05/2010,ESRB-E,,,
Dragon Ball: Raging Blast,dragon-ball-raging-blast,08/11/2009,,1,1,
Conflict: Desert Storm II - Back to Bagdhad,conflict-desert-storm-ii-back-to-bagdhad,00/00/2003,,,,
Maximo : Ghosts to Glory,maximo-ghosts-to-glory,10/03/2002,ESRB-T,,,
Donkey Kong Country 3,donkey-kong-country-3,31/10/2005,,1,1,
All-Star Baseball 2003,all-star-baseball-2003,24/02/2002,ESRB-E,1,1,
Persona 4 Arena,persona-4-arena,29/02/2012,ESRB-T,1,1,
Unlimited SaGa,unlimited-saga,18/12/2002,ESRB-T,1,0,
Pokémon Dash,pokemon-dash,01/12/2004,ESRB-E,1,1,
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,sonic-amp-sega-all-stars-racing-with-banjo-kazooie,00/00/2010,,,,
My Baby Girl,my-baby-girl,03/12/2008,,,,
Cabela's Deer Hunt: 2004 Season,cabelas-deer-hunt-2004-season,00/00/2003,,,,
Formula 1,formula-1,31/08/1996,ESRB-E,1,1,
Age of Wonders 3,age-of-wonders-3,00/00/2014,,,,
VVVVVV,vvvvvv,10/01/2010,ESRB-E10,1,0,
Pro Evolution Soccer 2015,pro-evolution-soccer-2015,10/11/2014,PEGI-3,1,1,
Banjo-Kazooie: Nuts & Bolts,banjo-kazooie-nuts-amp-bolts,00/00/2008,,,,
Mercenaries: Playground of Destruction,mercenaries-playground-of-destruction,10/01/2005,ESRB-T,1,0,
MTV Celebrity Deathmatch,mtv-celebrity-deathmatch,00/00/2003,,,,
Street Fighter Alpha: Warrior's Dreams,street-fighter-alpha-warriors-dreams,04/06/1995,ESRB-T,1,1,
Legend of Grimrock,legend-of-grimrock,10/04/2012,,1,0,
ISS Pro Evolution,iss-pro-evolution,10/05/1999,ESRB-E,1,1,
Just Dance 2019,just-dance-2019,24/10/2018,ESRB-E,1,1,
Taiko no Tatsujin: Tatakon de Dodon ga Don,taiko-no-tatsujin-tatakon-de-dodon-ga-don,00/00/2002,,,,
Mega Man Battle Network 6: Cybeast Falzar,mega-man-battle-network-6-cybeast-falzar,22/11/2005,ESRB-E,1,1,Mega Man
Just Dance 2018,just-dance-2018,23/10/2017,ESRB-E10,1,1,
Syphon Filter: The Omega Strain,syphon-filter-the-omega-strain,03/06/2004,ESRB-M,1,1,
PokéPark 2: Wonders Beyond,pokepark-2-wonders-beyond,11/11/2011,PEGI-7,1,1,Pokémon
SoulCalibur V,soulcalibur-v,30/01/2012,ESRB-T,1,1,
That's So Raven,thats-so-raven,00/00/2004,,,,
Marvel vs. Capcom 2,marvel-vs-capcom-2,00/00/2002,,,,
Harry Potter and the Half-Blood Prince,harry-potter-and-the-half-blood-prince,29/06/2009,ESRB-T,1,1,Harry Potter
Legends of Wrestling,legends-of-wrestling,02/12/2001,ESRB-T,1,1,
True Crime: New York City,true-crime-new-york-city,14/11/2005,ESRB-M,1,0,
Kane & Lynch: Dead Men,kane-amp-lynch-dead-men,00/00/2007,,,,
Quantum Break,quantum-break,04/04/2016,ESRB-M,1,0,
Final Fantasy Legend III,final-fantasy-legend-iii,12/12/1991,,1,0,Final Fantasy
They Are Billions,they-are-billions,17/06/2019,PEGI-16,1,0,
Ratchet & Clank Collection,ratchet-amp-clank-collection,00/00/2012,,,,
Genji: Days of the Blade,genji-days-of-the-blade,10/11/2006,,1,0,
Defy Gravity Extended,defy-gravity-extended,24/07/2011,,1,0,
Mega Man X5,mega-man-x5,29/11/2000,ESRB-E,1,0,Mega Man
Drawn to Life: The Next Chapter,drawn-to-life-the-next-chapter,07/10/2009,ESRB-E,1,0,
Pro Evolution Soccer 2018,pro-evolution-soccer-2018,11/09/2017,ESRB-E,1,1,
Fire Emblem Echoes: Shadows of Valentia,fire-emblem-echoes-shadows-of-valentia,19/04/2017,ESRB-T,1,0,
We Sing,we-sing,11/11/2009,PEGI-12,1,1,
Universe Sandbox,universe-sandbox,23/08/2015,,1,0,
Deer Drive,deer-drive,27/10/2010,ESRB-T,,,
Pro Evolution Soccer 2017,pro-evolution-soccer-2017,12/09/2016,ESRB-E,1,1,
Shark Tale,shark-tale,00/00/2004,,,,
San Francisco Rush: Extreme Racing,san-francisco-rush-extreme-racing,23/12/1996,ESRB-E,1,1,
Zone of the Enders,zone-of-the-enders,28/02/2001,ESRB-T,1,0,
Raving Rabbids: Travel in Time,raving-rabbids-travel-in-time,20/11/2010,ESRB-E10,1,1,
Borderlands: The Pre-Sequel,borderlands-the-pre-sequel,13/10/2014,ESRB-M,1,1,
Rock Band 4,rock-band-4,05/10/2015,ESRB-T,1,1,
Street Fighter EX plus Alpha,street-fighter-ex-plus-alpha,16/07/1997,ESRB-T,,,
Coded Arms,coded-arms,09/01/2010,,,,
Style Savvy: Trendsetters,style-savvy-trendsetters,26/09/2012,ESRB-E,1,0,
Capcom Vs. SNK 2 : Mark of the Millennium 2001,capcom-vs-snk-2-mark-of-the-millennium-2001,02/08/2001,ESRB-T,1,1,
MVP 06: NCAA Baseball,mvp-06-ncaa-baseball,17/01/2006,ESRB-E,1,1,
Final Fantasy Tactics A2: Grimoire of the Rift,final-fantasy-tactics-a2-grimoire-of-the-rift,24/10/2007,ESRB-E10,1,1,Final Fantasy
The Lord of the Rings: Conquest,the-lord-of-the-rings-conquest,08/01/2009,ESRB-T,1,1,The Lord of the Rings
Spectrobes,spectrobes,12/03/2007,,1,1,
Turok,turok,04/02/2008,ESRB-M,1,1,
Baldur's Gate,baldurs-gate,00/00/1998,,,,
Jump Ultimate Stars,jump-ultimate-stars,22/11/2006,,1,1,
Jampack Summer 2001,jampack-summer-2001,00/00/2001,,,,
Mortal Kombat: Unchained,mortal-kombat-unchained,12/11/2006,ESRB-M,1,0,
Burnout,burnout,31/10/2001,ESRB-E,1,1,
Deponia,deponia,06/08/2012,PEGI-12,1,0,
Ace Combat: Assault Horizon,ace-combat-assault-horizon,10/10/2011,ESRB-T,1,1,
Lords of the Fallen,lords-of-the-fallen,27/10/2014,ESRB-M,1,0,
Sniper Elite III,sniper-elite-iii,23/06/2014,ESRB-M,1,1,
Yu-Gi-Oh!: Dungeon Dice Monsters,yu-gi-oh-dungeon-dice-monsters,10/03/2003,ESRB-E,,,
Super Street Fighter IV: Arcade Edition,super-street-fighter-iv-arcade-edition,15/12/2010,ESRB-T,1,1,
X-Men Origins: Wolverine Uncaged Edition,x-men-origins-wolverine-uncaged-edition,00/00/2009,,,,X-Men
Madagascar: Escape 2 Africa,madagascar-escape-2-africa,03/11/2008,ESRB-E10,1,1,Madagascar
Tiger Woods PGA Tour 2001,tiger-woods-pga-tour-2001,30/09/2000,ESRB-E,1,1,
Jet Moto 3,jet-moto-3,30/09/1999,,,,
Unreal Championship,unreal-championship,23/09/2002,ESRB-M,1,1,
WarioWare: Twisted!,warioware-twisted,13/10/2004,ESRB-E,1,0,Mario Bros.
Tales of Vesperia,tales-of-vesperia,06/08/2008,ESRB-T,1,1,
Resonance of Fate,resonance-of-fate,27/01/2010,PEGI-16,1,0,
Sonic Forces,sonic-forces,06/11/2017,ESRB-E10,1,1,
Namco Museum Remix,namco-museum-remix,22/10/2007,ESRB-E,1,1,
Naruto Shippuden: Ultimate Ninja Storm Generations,naruto-shippuden-ultimate-ninja-storm-generations,22/02/2012,PEGI-12,1,1,Naruto
Harvest Moon: Animal Parade,harvest-moon-animal-parade,29/10/2008,ESRB-E,1,0,
Sword of Mana,sword-of-mana,28/08/2003,ESRB-E,1,0,
Pirates of the Caribbean - At Worlds End,pirates-of-the-caribbean-at-worlds-end,05/10/2014,,1,0,
Split,split,01/03/2016,,1,0,
FIFA: Road to World Cup 98,fifa-road-to-world-cup-98,31/12/1996,,1,1,
Dragon Ball Z: Ultime Menace,dragon-ball-z-ultime-menace,00/00/1994,,,,
iCarly,icarly,19/10/2009,ESRB-E,1,1,iCarly
Classic NES Series: Donkey Kong,classic-nes-series-donkey-kong,06/07/2004,,,,
My Little Pony: Pinkie Pie's Party,my-little-pony-pinkie-pies-party,21/09/2008,ESRB-E,,,
MLB 10: The Show,mlb-10-the-show,01/03/2010,ESRB-E,1,1,
Croc 2,croc-2,29/06/1999,ESRB-E,1,0,
NHL 11,nhl-11,06/09/2010,ESRB-E,1,1,
MLB 14: The Show,mlb-14-the-show,31/03/2014,ESRB-E,1,1,
Oddworld: Munch's Oddysee,oddworld-munchs-oddysee,23/09/2003,ESRB-E,1,0,
Just Dance Wii,just-dance-wii,12/10/2011,ESRB-E,1,1,
Berzerk,berzerk,30/12/1980,,1,0,
Homeworld: Remastered Collection,homeworld-remastered-collection,24/02/2015,ESRB-E10,1,1,
The Incredible Adventures of Van Helsing,the-incredible-adventures-of-van-helsing,21/05/2013,ESRB-T,1,1,Van Helsing
Full Spectrum Warrior,full-spectrum-warrior,31/05/2004,ESRB-M,1,1,
Star Ocean: The Last Hope International,star-ocean-the-last-hope-international,03/02/2010,ESRB-T,1,0,
Katamari Damacy,katamari-damacy,17/03/2004,ESRB-E,1,1,
Beyblade VForce: Ultimate Blader Jam,beyblade-vforce-ultimate-blader-jam,17/12/2003,PEGI-3,,,
Monopoly Streets,monopoly-streets,25/10/2010,ESRB-E,,,
God Eater,god-eater,03/02/2010,,1,1,
Shaun Palmer's Pro Snowboarder,shaun-palmers-pro-snowboarder,00/00/2001,,,,
Harvest Moon DS: Island of Happiness,harvest-moon-ds-island-of-happiness,31/01/2007,ESRB-E,1,0,
Indiana Jones and the Staff of Kings,indiana-jones-and-the-staff-of-kings,08/06/2009,ESRB-T,1,1,Indiana Jones
Ultimate Spider-Man,ultimate-spider-man,18/09/2005,ESRB-T,1,0,Spider-Man
Imagine: Interior Designer,imagine-interior-designer,03/11/2008,ESRB-E,1,0,
XCOM: Enemy Unknown,xcom-enemy-unknown,08/10/2012,ESRB-M,1,1,
Monster Hunter Generations Ultimate,monster-hunter-generations-ultimate,24/08/2017,ESRB-T,1,1,
WipEout: Omega Collection,wipeout-omega-collection,05/06/2017,PEGI-7,1,1,
SD Gundam G Generation,sd-gundam-g-generation,07/06/1998,,,,
Devil May Cry HD Collection,devil-may-cry-hd-collection,21/03/2012,PEGI-16,1,0,
Area 51,area-51,24/04/2005,ESRB-M,1,1,
NBA Live 08,nba-live-08,29/09/2007,ESRB-E,1,1,NBA
MLB 09: The Show,mlb-09-the-show,02/03/2009,ESRB-E,1,1,
Bendy and the Ink Machine,bendy-and-the-ink-machine,26/04/2017,ESRB-T,1,0,
Tiger Woods PGA Tour 07,tiger-woods-pga-tour-07,09/10/2006,ESRB-E,1,1,
Test Drive 6,test-drive-6,30/10/1999,ESRB-E,1,1,
Major League Baseball 2K7,major-league-baseball-2k7,25/02/2007,ESRB-E,1,1,
Yakuza 2,yakuza-2,06/12/2006,ESRB-M,1,0,
Kirby: Canvas Curse,kirby-canvas-curse,23/03/2005,ESRB-E,1,0,
X-Men Mutant Academy 2,x-men-mutant-academy-2,19/09/2001,ESRB-T,1,1,X-Men
Jampack Winter 2001,jampack-winter-2001,00/00/2001,,,,
Kangaroo,kangaroo,30/12/1982,,1,1,
NBA Live 09,nba-live-09,06/10/2008,ESRB-E,1,1,NBA
Blur,blur,24/05/2010,ESRB-E10,1,1,
Super Monkey Ball Jr.,super-monkey-ball-jr,18/11/2002,ESRB-E,1,1,
Mobile Suit Gundam Encounters In Space,mobile-suit-gundam-encounters-in-space,03/09/2003,ESRB-T,,,
Guacamelee!,guacamelee,08/04/2013,ESRB-E10,1,1,
Deus Ex: Mankind Divided,deus-ex-mankind-divided,22/08/2016,ESRB-M,1,0,
Fear Effect,fear-effect,23/02/2000,ESRB-M,1,0,
Skate,skate,12/09/2007,PEGI-12,1,1,
Youtubers Life,youtubers-life,17/05/2016,ESRB-E,1,1,
Virtua Fighter 4 Evolution,virtua-fighter-4-evolution,12/03/2003,PEGI-12,1,1,
Risen 2: Dark Waters,risen-2-dark-waters,23/04/2012,ESRB-M,1,0,
Resident Evil Survivor,resident-evil-survivor,26/01/2000,ESRB-M,1,0,
ASTRO BOT: Rescue Mission,astro-bot-rescue-mission,01/10/2018,PEGI-7,1,0,
Super Trucks Racing,super-trucks-racing,27/11/2003,,,,
SoulCalibur VI,soulcalibur-vi,18/10/2018,ESRB-T,1,1,
Godzilla: Destroy All Monsters Melee,godzilla-destroy-all-monsters-melee,07/10/2002,ESRB-T,1,1,Godzilla
Jeremy McGrath Supercross 2000,jeremy-mcgrath-supercross-2000,13/07/2000,ESRB-E,1,1,
Conker: Live And Reloaded,conker-live-and-reloaded,00/00/2005,,,,
Silent Hill 3,silent-hill-3,22/05/2003,ESRB-M,1,0,
God of War: Origins Collection,god-of-war-origins-collection,12/09/2011,ESRB-M,1,0,
Yu-Gi-Oh! The Falsebound Kingdom,yu-gi-oh-the-falsebound-kingdom,04/12/2002,ESRB-E,1,1,Yu-Gi-Oh!
Scooby Doo 2: Monsters Unleashed,scooby-doo-2-monsters-unleashed,14/04/2004,,,,
Power Rangers: Dino Thunder,power-rangers-dino-thunder,13/09/2004,ESRB-E,1,0,Power Rangers
Blast Corps,blast-corps,20/03/1997,ESRB-E,1,0,
LEGO Racers,lego-racers,30/07/1999,ESRB-E,1,1,LEGO
Tactics Ogre: Let Us Cling Together,tactics-ogre-let-us-cling-together,05/10/1995,ESRB-T,1,0,
Monster Hunter 3 Ultimate,monster-hunter-3-ultimate,09/12/2011,ESRB-T,1,1,
"WarioWare, Inc.: Mega Party Game$"," inc. mega party game""",00/00/2004,,,,
DEFCON: Everybody Dies,defcon-everybody-dies,00/00/2007,,,,
Battle Arena Toshinden 2,battle-arena-toshinden-2,31/10/1995,ESRB-T,1,1,
Dynasty Warriors 6,dynasty-warriors-6,10/11/2007,ESRB-T,1,0,
Jeopardy!,jeopardy,30/12/1994,ESRB-E,1,0,Jeopardy
Catherine,catherine,16/02/2011,ESRB-M,1,1,
NCAA Football 09,ncaa-football-09,14/07/2008,ESRB-E,1,1,NCAA
DOOM 3: Resurrection of Evil,doom-3-resurrection-of-evil,03/04/2005,ESRB-M,1,1,
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,dragon-quest-swords-the-masked-queen-and-the-tower-of-mirrors,11/06/2007,ESRB-T,0,1,
Two Worlds,two-worlds,08/05/2007,PEGI-16,1,1,
Ace Attorney Investigations: Miles Edgeworth,ace-attorney-investigations-miles-edgeworth,27/05/2009,ESRB-T,1,0,
Two Worlds II,two-worlds-ii,11/11/2010,PEGI-16,1,1,
Gunpoint,gunpoint,02/06/2013,,1,0,
Super Bomberman 3,super-bomberman-3,27/04/1995,ESRB-RP,1,1,
Command & Conquer: Red Alert Retaliation,command-amp-conquer-red-alert-retaliation,00/00/1998,,,,
Star Wars: Obi-Wan,star-wars-obi-wan,20/12/2001,ESRB-T,1,1,Star Wars
Kill.Switch,killswitch,00/00/2003,,,,
Viscera Cleanup Detail,viscera-cleanup-detail,22/10/2015,,1,1,
Infinite Undiscovery,infinite-undiscovery,01/09/2008,ESRB-T,1,0,
F-14 Tomcat,f-14-tomcat,00/00/2001,,,,
Splashdown,splashdown,04/11/2001,ESRB-E,1,0,
NCAA Football '98,ncaa-football-98,16/12/1997,,,,
Mario & Sonic at the Rio 2016 Olympic Games,mario-amp-sonic-at-the-rio-2016-olympic-games,00/00/2016,,,,
Rift,rift,28/02/2011,ESRB-T,0,1,
Jade Empire,jade-empire,11/04/2005,PEGI-16,1,0,
Chocobo's Dungeon 2,chocobos-dungeon-2,22/12/1998,ESRB-E,1,1,
Hannah Montana: The Movie,hannah-montana-the-movie,06/04/2009,ESRB-E,1,0,Hannah Montana
NHL 12,nhl-12,06/09/2011,PEGI-16,1,1,
Advance Wars,advance-wars,09/09/2001,ESRB-E,1,1,
Marvel vs. Capcom: Infinite,marvel-vs-capcom-infinite,18/09/2017,PEGI-12,1,1,
Ape Escape: On the Loose,ape-escape-on-the-loose,21/05/2005,ESRB-E,,,
NCAA Football 2001,ncaa-football-2001,24/08/2000,ESRB-E,,,
James Bond 007: Blood Stone,james-bond-007-blood-stone,01/11/2010,ESRB-T,1,1,James Bond
MLB 08: The Show,mlb-08-the-show,03/03/2008,ESRB-E,1,1,
Transformers: Revenge of the Fallen,transformers-revenge-of-the-fallen,22/06/2009,ESRB-T,1,1,Transformers
Mafia,mafia,27/08/2002,ESRB-M,1,0,
Mobile Suit Gundam: Journey to Jaburo,mobile-suit-gundam-journey-to-jaburo,05/09/2001,ESRB-T,,,
The Sims Medieval,the-sims-medieval,21/03/2011,PEGI-12,1,0,
Monster Hunter Stories,monster-hunter-stories,07/10/2016,ESRB-T,1,1,
TimeSplitters 2,timesplitters-2,08/10/2002,ESRB-T,1,1,
Classic NES Series: Zelda II - The Adventure of Link,classic-nes-series-zelda-ii-the-adventure-of-link,09/08/2004,,,,
Lego Rock Band,lego-rock-band,02/11/2009,ESRB-E10,1,1,LEGO
Fire Emblem: Monshou no Nazo,fire-emblem-monshou-no-nazo,20/01/1994,,1,0,
Disney's Chicken Little,disneys-chicken-little,00/00/2005,,,,
King Kong,king-kong,30/12/1982,,1,1,
Super Mario USA,super-mario-usa,00/00/1992,,,,
MotionSports,motionsports,00/00/2010,,,,
Metal Gear Solid: Portable Ops Plus,metal-gear-solid-portable-ops-plus,19/09/2007,,1,1,
Ratchet & Clank: Into the Nexus,ratchet-amp-clank-into-the-nexus,00/00/2013,,,,
Moto Racer 2,moto-racer-2,30/08/1998,,1,0,
World of Zoo,world-of-zoo,25/10/2009,ESRB-E,1,1,
Halo 2: Multiplayer Map Pack,halo-2-multiplayer-map-pack,04/07/2005,ESRB-M,0,1,Halo
Mortal Kombat: Shaolin Monks,mortal-kombat-shaolin-monks,18/09/2005,ESRB-M,,,
MX vs. ATV Unleashed: On the Edge,mx-vs-atv-unleashed-on-the-edge,00/00/2006,,,,
The Sly Collection,the-sly-collection,08/11/2010,ESRB-E10,1,0,
Mario Pinball Land,mario-pinball-land,25/08/2004,ESRB-E,1,0,Mario Bros.
Prince of Persia: The Forgotten Sands,prince-of-persia-the-forgotten-sands,12/05/2010,ESRB-T,1,0,
Mappy,mappy,28/02/1983,ESRB-E,1,1,
J-League Soccer: Prime Goal,j-league-soccer-prime-goal,00/00/1993,,,,
The Sims 2: Apartment Pets,the-sims-2-apartment-pets,25/08/2008,ESRB-E,1,0,
NFL Xtreme,nfl-xtreme,19/08/1999,ESRB-E,,,
Top Spin 4,top-spin-4,14/03/2011,ESRB-E,1,1,
Kirby's Dream Collection Special Edition,kirbys-dream-collection-special-edition,18/07/2012,,,,
Democracy 3,democracy-3,13/10/2013,,1,0,
IL-2 Sturmovik: Birds of Prey,il-2-sturmovik-birds-of-prey,03/09/2009,PEGI-7,1,1,
Shrek the Third,shrek-the-third,13/05/2007,ESRB-E10,1,1,Shrek
Mario Party: The Top 100,mario-party-the-top-100,09/11/2017,ESRB-E,1,1,
Baldur's Gate: Dark Alliance II,baldurs-gate-dark-alliance-ii,00/00/2004,,,,
F1 2015,f1-2015,11/06/2015,ESRB-E,1,1,
MX vs. ATV: Untamed,mx-vs-atv-untamed,16/12/2007,ESRB-E,1,1,
Test Drive Unlimited 2,test-drive-unlimited-2,07/02/2011,ESRB-T,1,1,
Hot Shots Golf: Open Tee 2,hot-shots-golf-open-tee-2,00/00/2008,,,,
Star Wars: Masters of Teräs Käsi,star-wars-masters-of-teras-kasi,30/10/1997,ESRB-T,1,1,
The Last Remnant,the-last-remnant,19/11/2008,ESRB-M,1,0,
SpaceChem,spacechem,31/12/2010,,1,0,
Mortal Kombat Mythologies: Sub-Zero,mortal-kombat-mythologies-sub-zero,30/09/1997,,1,0,
Naruto: Clash of Ninja,naruto-clash-of-ninja,10/04/2003,ESRB-T,1,1,Naruto
Rune Factory 4,rune-factory-4,18/07/2012,ESRB-E10,1,0,
